ProductID,ProductName, Price ,CategoryID,Class,ModifyDate,Resistant,IsAllergic,VitalityDays,ProductSubcategoryID
227,Cheese - Taleggio D.o.p.,"554,699",11,Low,4/14/2018,Weak,FALSE,NULL,10
228,Sauce - Hollandaise,"778,083",12,High,12/19/2017,Durable,NULL,93,9
229,Bread - Hot Dog Buns,"579,838",1,Medium,7/27/2017,Weak,FALSE,66,1
230,Wine - Cahors Ac 2000 Clos,"835,389",2,Medium,9/1/2017,Weak,FALSE,75,13
231,Crush - Cream Soda,"683,066",3,Medium,12/24/2017,NULL,TRUE,NULL,19
232,Quiche Assorted,"33,949",4,Medium,1/12/2018,Weak,FALSE,NULL,20
233,Bacing powder,"566,209",5,Low,5/4/2017,Durable,TRUE,NULL,29
234,Tofu - Firm,"727,457",6,Medium,2/27/2017,Weak,NULL,NULL,23
235,Bread - English Muffin,"345,061",7,High,5/9/2018,Durable,FALSE,NULL,1
236,Tomato - Tricolor Cherry,"85,694",8,Low,10/2/2017,NULL,TRUE,113,5
237,Mayonnaise - Individual Pkg,"656,303",9,Low,12/29/2017,Weak,FALSE,94,1
238,Garlic,"284,065",10,Medium,5/22/2017,Durable,FALSE,NULL,25
239,Soup - Campbells Cream Of,"76,019",11,Medium,6/3/2017,Weak,TRUE,NULL,21
240,Wine - Chablis 2003 Champs,"708,596",12,Low,5/14/2017,Weak,FALSE,NULL,13
241,Cheese - Cheddarsliced,"678,151",1,Medium,4/17/2017,NULL,NULL,NULL,10
242,Thermometer Digital,"3,265",2,Low,5/17/2017,Weak,FALSE,11,32
243,Sun - Dried Tomatoes,"451,883",3,Medium,11/2/2017,Weak,FALSE,104,29
244,Beef - Rib Eye Aaa,"940,664",4,Low,1/4/2018,NULL,TRUE,NULL,22
245,Grouper - Fresh,"376,791",5,Medium,4/4/2018,Weak,NULL,111,5
246,Ice Cream Bar - Hageen Daz To,"485,371",6,Low,12/10/2017,Weak,FALSE,96,8
247,Juice - Apple Cider,"590,033",7,High,3/14/2017,Weak,FALSE,58,19
248,Beef - Inside Round,"993,193",8,Low,4/29/2017,NULL,NULL,NULL,22
249,Cookie Dough - Double,"766,201",9,Medium,6/5/2017,Weak,TRUE,NULL,23
250,Soup - Campbells Beef Barley,"644,951",10,Low,5/17/2017,Durable,FALSE,NULL,21
251,Oranges - Navel 72,"117,087",11,Low,7/1/2017,Weak,TRUE,7,19
252,Nantucket - Pomegranate Pear,"278,169",12,Medium,9/28/2017,Weak,NULL,83,5
253,Wanton Wrap,"7,624",10,High,3/29/2017,NULL,NULL,NULL,25
254,Soup - Canadian Pea Dry Mix,"777,804",11,Low,12/4/2017,Weak,TRUE,NULL,21
255,Kellogs All Bran Bars,"292,287",12,Low,3/5/2018,Weak,FALSE,NULL,23
256,Soup Knorr Chili With Beans,"957,024",1,Medium,5/3/2018,Durable,NULL,NULL,21
257,Bay Leaf,"84,438",2,High,3/30/2017,Durable,NULL,NULL,27
258,Tea - English Breakfast,"310,939",3,Low,2/16/2017,Weak,NULL,NULL,14
259,Veal - Eye Of Round,"674,367",4,High,4/10/2017,NULL,TRUE,71,24
260,Yogurt - Blueberry 175 Gr,"268,886",5,Low,8/13/2017,Durable,FALSE,31,11
261,Chinese Foods - Chicken,"220,901",6,High,8/14/2017,Durable,TRUE,NULL,34
262,Bagel - Plain,"364,605",7,Medium,4/19/2017,Durable,NULL,41,24
263,Soupfoamcont12oz 112con,"507,497",8,Low,3/20/2018,Weak,FALSE,NULL,24
264,Juice - V8 Splash,"494,497",9,High,6/2/2017,Durable,TRUE,NULL,19
265,Mushroom - Porcini Dry,"139,292",10,Medium,3/20/2018,Weak,NULL,7,1
266,Clam Nectar,"681,097",11,High,5/19/2017,Weak,NULL,NULL,19
267,Grapes - Red,"5,125",12,Medium,5/28/2017,NULL,TRUE,NULL,5
268,Vanilla Beans,"978,435",1,Low,1/25/2017,Durable,FALSE,NULL,1
269,Wine - Blue Nun Qualitatswein,"26,706",2,Medium,3/10/2018,Durable,TRUE,NULL,13
270,Cheese Cloth No 100,"44,216",3,Medium,4/17/2018,Durable,NULL,101,10
271,Banana - Leaves,"733,954",4,High,8/13/2017,NULL,TRUE,NULL,27
272,Chocolate - Semi Sweet Calets,"681,134",5,Low,8/1/2017,Weak,TRUE,13,3
273,Bandage - Flexible Neon,"775,913",6,Medium,3/21/2018,Weak,NULL,NULL,30
274,Papayas,"881,192",7,Low,1/3/2018,Weak,FALSE,NULL,5
275,Corn Meal,"50,146",8,Medium,2/3/2018,Durable,TRUE,88,1
276,Snapple - Iced Tea Peach,"492,508",9,High,2/20/2017,NULL,TRUE,NULL,14
277,Sea Bass - Whole,"554,964",10,Medium,5/6/2017,Durable,NULL,118,2
278,Apricots - Halves,"3,735",11,Medium,11/9/2017,Weak,FALSE,87,27
279,Beef - Texas Style Burger,"911,828",12,Low,9/14/2017,Durable,TRUE,NULL,1
280,Onion Powder,"618,352",1,Medium,1/26/2018,Durable,FALSE,NULL,25
281,Bar Mix - Pina Colada 355 Ml,"330,839",2,High,8/6/2017,Durable,TRUE,NULL,16
282,Lemonade - Natural 591 Ml,"561,506",3,Low,12/16/2017,Durable,FALSE,88,19
283,Bread Fig And Almond,"11,882",4,Low,7/16/2017,Durable,FALSE,NULL,11
284,Beer - Rickards Red,"934,888",5,Low,3/13/2017,Weak,FALSE,NULL,15
285,Cheese - Mix,"718,302",6,Low,3/3/2017,NULL,NULL,107,10
286,Beef - Prime Rib Aaa,"404,897",7,Low,3/29/2017,Durable,FALSE,29,22
287,Bread - Italian Roll With Herbs,"57,709",8,Medium,10/16/2017,Durable,TRUE,NULL,1
288,Orange oil - Canned Mandarin,"788,405",9,Low,10/7/2017,Durable,TRUE,NULL,26
289,Sword Pick Asst,"435,169",10,Low,5/3/2017,Durable,FALSE,NULL,23
290,Sauce - Rosee,"388,037",11,Low,1/6/2017,NULL,TRUE,110,9
291,Crab - Dungeness Whole,"12,559",12,Medium,7/5/2017,NULL,FALSE,NULL,22
292,Turkey - Oven Roast Breast,"345,364",10,Low,11/13/2017,NULL,FALSE,NULL,23
293,Garlic - Elephant,"609,698",11,Medium,2/11/2017,Durable,NULL,NULL,25
294, Alsace Gewurztraminer,"807,133",12,Low,2/28/2018,Weak,NULL,18,34
295,Ice - Clear 300 Lb For Carving,"487,695",1,Low,2/7/2018,NULL,TRUE,NULL,8
296,Wine - Valpolicella Masi,"313,545",2,Low,5/7/2018,Weak,FALSE,90,13
297,Hinge W Undercut,"819,003",3,Low,7/7/2017,Durable,TRUE,120,23
298,Pop Shoppe Cream Soda,"957,387",4,Medium,6/3/2017,NULL,FALSE,NULL,19
299,Fuji Apples,"801,371",5,Medium,2/24/2018,NULL,FALSE,NULL,5
300,Beans - Kidney Canned,"695,694",6,Medium,11/16/2017,NULL,TRUE,NULL,21
301,Beer - Labatt Blue,"43,412",7,Medium,7/16/2017,Weak,NULL,NULL,15
302,Doilies - 5 Paper,"611,598",8,Medium,2/18/2017,Durable,NULL,NULL,31
303,Cod - Black Whole Fillet,"726,133",9,High,6/28/2017,NULL,FALSE,NULL,25
304,Banana Turning,"721,984",10,High,6/27/2017,NULL,TRUE,NULL,17
305,Pastry - Cheese Baked Scones,"910,997",11,Medium,2/10/2018,Weak,TRUE,19,7
306,Pepper - White Ground,"435,953",12,Low,4/8/2018,Durable,TRUE,117,25
307,Foam Cup 6 Oz,"502,256",1,High,11/16/2017,Durable,NULL,NULL,21
308,Tea - Decaf Lipton,"881,209",2,High,8/2/2017,Durable,NULL,NULL,14
309,Cocoa powder - Choc Chk,"276,344",3,Medium,3/9/2018,Durable,TRUE,76,29
310,Coffee - Dark Roast,"79,978",4,Low,1/14/2018,Weak,FALSE,NULL,20
311,Wonton Wrappers,"40,206",5,High,12/29/2017,Weak,NULL,56,32
312,Salmon - Sockeye Raw,"840,645",6,Low,9/27/2017,Weak,TRUE,54,23
313,Veal - Slab Bacon,"399,111",7,High,10/12/2017,NULL,NULL,116,20
314,Salmon Steak - Cohoe 8 Oz,"56,015",8,Medium,7/23/2017,NULL,TRUE,82,25
315,Wine - Gato Negro Cabernet,"938,047",9,Medium,1/7/2017,NULL,TRUE,NULL,13
316,Cheese - Victor Et Berthold,"659,395",10,High,1/5/2018,Weak,FALSE,94,10
317,Water - Green Tea Refresher,"352,723",11,Low,2/10/2018,Weak,FALSE,NULL,18
318,Ecolab - Solid Fusion,"57,261",12,High,1/7/2018,NULL,NULL,76,29
319,Towels - Paper / Kraft,"776,195",1,High,4/1/2017,NULL,NULL,NULL,31
320,Yogurt - French Vanilla,"734,396",2,Low,12/22/2017,NULL,NULL,NULL,11
321,Potatoes - Instant Mashed,"104,007",3,Medium,12/10/2017,Durable,NULL,NULL,4
322,Onions - Vidalia,"262,846",4,Medium,12/28/2017,NULL,NULL,NULL,29
323,Extract - Lemon,"543,266",5,High,1/31/2018,Weak,FALSE,99,27
324,Apricots - Dried,"879,023",6,Low,3/4/2018,Durable,TRUE,42,27
325,Halibut - Fletches,"31,657",7,Low,10/13/2017,NULL,TRUE,87,18
326,Appetizer - Mushroom Tart,"38,859",8,High,2/7/2018,NULL,FALSE,NULL,36
327,Appetizer - Mini Egg Roll Shrimp,"71,436",9,Medium,6/20/2017,NULL,FALSE,NULL,34
328,Tuna - Salad Premix,"968,781",10,Medium,1/22/2017,Durable,TRUE,35,33
329,Pork - Loin Center Cut,"393,496",11,High,4/5/2018,Weak,TRUE,NULL,24
330,Olives - Kalamata,"187,914",12,Medium,2/5/2018,NULL,FALSE,NULL,23
331,Cookies Cereal Nut,"673,505",10,High,12/23/2017,Durable,NULL,80,2
332,Bouq All Italian - Primerba,"597,578",11,Low,4/12/2018,NULL,FALSE,NULL,20
333,Cheese - Cottage Cheese,"202,364",12,High,1/23/2018,Weak,FALSE,NULL,10
334,Ecolab - Lime - A - Way 4/4 L,"216,133",1,High,3/8/2018,Weak,TRUE,NULL,24
335,Oil - Shorteningliqud Fry,"184,231",2,Low,7/14/2017,Weak,NULL,84,26
336,Broom - Corn,"719,241",3,Low,6/19/2017,Durable,TRUE,NULL,30
337,Breadcorn - Rye,"835,373",4,Low,6/21/2017,Durable,TRUE,NULL,30
338,Cheese - Camembert,"289,899",5,Low,1/19/2017,Durable,NULL,NULL,10
339,Beef - Striploin Aa,"2,389",6,Medium,6/9/2017,Weak,NULL,NULL,22
340,Veal - Sweetbread,"282,349",7,High,4/4/2017,Durable,TRUE,NULL,32
341,Bread - Roll Canadian Dinner,"902,641",8,Low,9/19/2017,Weak,TRUE,NULL,1
342,Mangoes,"695,881",9,Medium,3/17/2017,NULL,FALSE,51,5
343,Otomegusa Dashi Konbu,"512,061",10,High,12/7/2017,Durable,FALSE,NULL,5
344,Sausage - Liver,"635,389",11,Low,8/26/2017,NULL,FALSE,114,34
345,Bread - Calabrese Baguette,"985,978",12,Medium,5/18/2017,Durable,FALSE,67,10
346,Cheese - Parmesan Grated,"171,914",1,Low,2/15/2018,NULL,TRUE,NULL,10
347,Pail For Lid 1537,"946,253",2,Low,2/1/2017,NULL,TRUE,NULL,1
348,Pasta - Cheese / Spinach Bauletti,"553,683",3,Low,11/29/2017,Durable,TRUE,54,1
349,Puree - Mocha,"869,086",4,Medium,2/21/2018,NULL,TRUE,NULL,12
350,Isomalt,"8,283",5,Low,2/2/2017,NULL,TRUE,NULL,11
351,Hot Chocolate - Individual,"960,823",6,High,3/28/2017,Durable,NULL,NULL,19
352,Beef - Tenderlion Center Cut,"246,393",7,Low,11/6/2017,NULL,FALSE,5,22
353,Milk Powder,"181,191",8,Medium,3/4/2017,Weak,TRUE,80,12
354,Crackers Cheez It,"66,975",9,Medium,3/5/2017,NULL,FALSE,NULL,4
355,Olives - Stuffed,"591,687",10,Low,4/15/2018,Durable,FALSE,12,5
356,Dc - Frozen Momji,"171,274",11,High,11/25/2017,Durable,NULL,NULL,7
357,Tilapia - Fillets,"68,332",12,Medium,5/27/2017,Durable,FALSE,NULL,7
358,Cheese - Boursin Garlic / Herbs,"847,111",1,Medium,9/2/2017,NULL,TRUE,NULL,10
359,Rice - Long Grain,"690,327",2,High,1/21/2018,Durable,TRUE,96,4
360,Wine - Hardys Bankside Shiraz,"522,407",3,Medium,1/4/2017,Durable,TRUE,89,13
361,Coffee Decaf Colombian,"364,516",4,Medium,10/20/2017,Weak,TRUE,71,20
362,Cumin - Whole,"533,476",5,Medium,10/26/2017,Durable,NULL,NULL,4
363,Cornflakes,"487,712",6,High,9/6/2017,NULL,TRUE,NULL,3
364,mint leaves,"88,429",7,High,2/1/2017,NULL,NULL,NULL,27
365,Wine - Red Harrow Estates Cab,"126,274",8,Medium,1/23/2017,Weak,TRUE,95,13
366,Tahini Paste,"804,483",9,High,1/25/2018,NULL,FALSE,NULL,12
367,Bread - Italian Corn Meal Poly,"638,281",10,Medium,1/12/2018,NULL,TRUE,65,30
368,Flour - Teff,"182,978",11,Low,12/14/2017,NULL,FALSE,NULL,29
369,Rambutan,"871,785",12,Medium,1/10/2017,NULL,TRUE,10,5
370,Muffin - Carrot Individual Wrap,"218,806",10,Low,11/28/2017,Weak,TRUE,NULL,7
371,Creme De Banane - Marie,"824,022",11,High,7/18/2017,Durable,NULL,NULL,4
372,Wine - Two Oceans Cabernet,"62,824",12,Low,1/22/2018,NULL,TRUE,NULL,13
373,Beef - Montreal Smoked Brisket,"548,719",1,Medium,8/1/2017,Durable,FALSE,NULL,35
374,Jagermeister,"493,846",2,Low,5/7/2018,Durable,FALSE,NULL,16
375,Snapple Lemon Tea,"831,755",3,High,4/5/2017,NULL,TRUE,80,14
376,Pasta - Angel Hair,"408,126",4,High,9/26/2017,Durable,TRUE,51,6
377,Wine - Red Cooking,"750,785",5,Medium,1/22/2017,Durable,FALSE,7,13
378,Bread Foccacia Whole,"907,877",6,High,6/8/2017,Durable,FALSE,NULL,1
379,Smoked Paprika,"893,046",7,High,10/18/2017,NULL,FALSE,81,4
380,Wine - White Cab Sauv.on,"859,743",8,High,1/5/2018,NULL,TRUE,NULL,13
381,Vaccum Bag 10x13,"442,337",9,High,1/6/2018,NULL,NULL,41,33
382,Soup - Campbells Bean Medley,"517,754",10,Medium,11/28/2017,Weak,NULL,NULL,21
383,Cake - Box Window 10x10x2.5,"99,694",11,High,4/10/2017,Weak,NULL,NULL,2
384,Fond - Neutral,"565,197",12,High,3/3/2018,NULL,TRUE,105,4
385,Pork - Back Short Cut Boneless,"227,091",1,High,11/11/2017,Durable,FALSE,97,36
386,Sprouts - Baby Pea Tendrils,"427,112",2,Medium,2/16/2017,Weak,FALSE,NULL,3
387,Fondant - Icing,"416,386",3,High,2/9/2018,Durable,FALSE,100,34
388,Table Cloth 120 Round White,"135,389",4,Medium,11/21/2017,Durable,TRUE,NULL,30
389,Pomello,"624,447",5,Medium,4/1/2018,NULL,NULL,103,32
390,Seedlings - Mix Organic,"12,956",6,Low,12/27/2017,NULL,FALSE,NULL,20
391,Bread - Bistro White,"650,908",7,Medium,1/24/2017,NULL,TRUE,72,1
392,Puree - Passion Fruit,"988,263",8,High,2/25/2018,NULL,TRUE,33,5
393,Olive - Spread Tapenade,"599,572",9,Low,5/8/2017,NULL,NULL,NULL,5
394,Rum - Mount Gay Eclipes,"501,484",10,High,6/6/2017,Durable,TRUE,76,17
395,Juice - Lime,"917,833",11,Low,10/22/2017,Weak,TRUE,NULL,19
396,Tea - Jasmin Green,"369,165",12,High,4/3/2018,Durable,FALSE,NULL,14
397,Juice - Happy Planet,"208,169",1,Medium,11/17/2017,Weak,FALSE,70,19
398,Wine - Wyndham Estate Bin 777,"423,632",2,High,11/5/2017,Weak,TRUE,67,13
399,Berry Brulee,"509,114",3,Medium,8/4/2017,NULL,TRUE,NULL,27
400,Carbonated Water - Blackcherry,"181,495",4,High,8/30/2017,Durable,TRUE,NULL,18
401,Tart Shells - Sweet 4,"533,634",5,High,2/3/2017,NULL,NULL,51,28
402,Butter - Unsalted,"763,275",6,High,6/27/2017,Durable,NULL,6,12
403,Liners - Baking Cups soupe,"681,898",7,Medium,11/20/2017,NULL,NULL,NULL,21
404,Pants Custom Dry Clean,"65,028",8,Medium,3/27/2017,Durable,FALSE,NULL,30
405,Pastry - Raisin Muffin - Mini,"4,278",9,Medium,11/25/2017,Durable,TRUE,NULL,7
406,Shrimp - Baby Warm Water,"897,999",10,High,7/13/2017,Durable,FALSE,NULL,18
407,Pepsi - Diet 355 Ml,"697,674",11,High,4/8/2017,Weak,FALSE,NULL,19
408,Blueberries,"687,346",12,Low,3/6/2017,NULL,FALSE,NULL,5
409,Skirt - 29 Foot,"23,522",10,Medium,4/8/2018,Durable,NULL,NULL,30
410,Fenngreek Seed,"18,356",11,Low,7/20/2017,NULL,NULL,91,2
411,Durian Fruit,"420,489",12,Low,11/3/2017,NULL,TRUE,NULL,5
412,Lettuce - California Mix,"160,456",1,High,4/27/2018,Weak,TRUE,NULL,3
413,Ice Cream Bar - Oreo Cone,"954,065",2,High,3/25/2018,Durable,FALSE,5,8
414,Sauerkraut,"830,585",3,Low,1/17/2017,Durable,NULL,87,25
415,Mussels - Frozen,"80,069",4,High,5/7/2017,Durable,FALSE,NULL,4
416,Baking Powder,"846,763",5,Low,3/31/2018,Weak,TRUE,NULL,5
417,Lamb - Pieces Diced,"433,781",6,Medium,7/18/2017,NULL,NULL,12,35
418,Truffle Cups - Brown,"922,516",7,Low,11/12/2017,NULL,TRUE,NULL,5
419,Pork - Belly Fresh,"861,338",8,Low,7/31/2017,Weak,TRUE,8,36
420,Whmis - Spray Bottle Trigger,"699,163",9,High,4/15/2018,Weak,TRUE,NULL,32
421,Soup V8 Roasted Red Pepper,"388,096",10,High,4/25/2018,Durable,FALSE,NULL,21
422,Garlic - Primerba Paste soupe,"502,892",11,High,2/22/2017,Weak,NULL,60,21
423,Fish - Scallops Cold Smoked,"558,531",12,Medium,1/21/2018,NULL,NULL,35,31
424,Vinegar - Tarragon,"858,828",1,Medium,5/23/2017,NULL,FALSE,NULL,32
425,Wine - Redchard Merritt,"567,898",2,Medium,11/4/2017,Weak,NULL,NULL,13
426,Scallops - Live In Shell,"835,759",3,Low,9/29/2017,NULL,NULL,NULL,7
427,Wine - Vineland Estate Semi - Dry,"463,252",4,High,9/17/2017,Durable,FALSE,NULL,13
428,Wine - Ruffino Chianti,"47,235",5,Medium,2/25/2017,NULL,TRUE,48,13
429,Beef - Short Loin,"576,013",6,High,7/17/2017,Weak,FALSE,NULL,22
430,Milk - 1%,"462,589",7,Low,5/12/2017,Durable,FALSE,84,12
431,Muffin Chocolate Individual Wrap,"199,957",8,Medium,3/18/2018,Weak,FALSE,89,4
432,Beer - Original Organic Lager,"327,153",9,High,7/26/2017,NULL,FALSE,44,15
433,Beans - Kidney Red Dry,"398,762",10,Low,3/14/2018,Durable,FALSE,11,4
434,Cookie - Dough Variety,"711,551",11,Low,2/18/2017,Weak,TRUE,NULL,4
435,Salsify Organic,"326,109",12,High,12/2/2017,Durable,TRUE,NULL,2
436,Table Cloth 81x81 White,"679,063",1,High,7/13/2017,NULL,FALSE,25,30
437,Chips Potato All Dressed - 43g,"835,856",2,High,1/9/2017,Durable,NULL,NULL,4
438,Juice - Orange,"449,415",3,Low,1/15/2017,Durable,NULL,NULL,19
439,Beef - Chuck Boneless,"560,919",4,Medium,4/9/2017,NULL,FALSE,108,22
440,Pork - Inside,"329,092",5,Low,5/1/2017,NULL,NULL,NULL,24
441,Blackberries-cornflake,"729,439",6,Medium,3/19/2018,Weak,NULL,NULL,8
442,Wine - Ej Gallo Sierra Valley,"729,041",7,Medium,12/6/2017,NULL,NULL,106,13
443,Lettuce - Spring Mix,"900,169",8,Low,12/22/2017,NULL,FALSE,79,9
444,Cheese - Cambozola,"440,886",9,Low,9/13/2017,Durable,NULL,56,10
445,Pastry - Choclate Baked,"592,467",10,High,2/23/2017,Weak,NULL,76,7
446,Sunflower Seed Raw,"490,452",11,High,2/6/2017,NULL,NULL,18,6
447,Salmon - Atlantic Skin On,"34,198",12,High,4/12/2018,NULL,TRUE,NULL,6
448,Gatorade - Xfactor Berry,"768,988",1,Low,4/22/2017,NULL,FALSE,NULL,5
449,Nantuket Peach Orange,"421,414",4,Low,1/31/2017,NULL,FALSE,NULL,11
450,Wine - Vidal Icewine Magnotta,"7,107",5,Low,12/1/2017,NULL,NULL,NULL,13
451,Soup - Campbells Tomato Ravioli,"935,384",5,Low,9/16/2017,Durable,FALSE,NULL,21
452,Napkin White - Starched,"285,653",12,Low,1/6/2017,Durable,NULL,NULL,30
